Fecha,id_ciud_N,mean
2019-01-01,203,-1.260417116107303
2019-01-01,293,-0.3123980193643312
2019-01-01,294,0.06136890372779887
2019-01-01,295,0.04457378203079629
2019-01-01,297,0.012977604252505959
2019-01-01,305,-0.07086897857997496
2019-01-01,306,0.06425522484688047
2019-01-01,308,0.02782618129451753
2019-01-01,309,0.103725099594254
2019-01-01,315,0.19911511373972896
2019-01-01,316,0.101045699629813
2019-01-01,317,0.06862715812554733
2019-01-01,318,0.2681719899546751
2019-01-01,319,0.2377790406800597
2019-01-01,320,-0.09073561671192017
2019-01-01,321,-0.09893478286356562
2019-01-01,322,-0.2620686164143846
2019-01-01,323,-0.07527359181731177
2019-01-01,324,0.06791707054674323
2019-01-01,325,0.025724939253423867
2019-01-01,326,0.06655428886756423
2019-01-01,327,0.1258157913390522
2019-01-01,328,0.004939196467790593
2019-01-01,330,-0.1872060227694802
2019-01-01,331,0.1039048299501225
2019-01-01,333,-0.5712425007134471
2019-01-01,334,-0.4405953632013448
2019-01-01,335,-0.227216067265535
2019-01-01,336,-0.0819434523229891
2019-01-01,337,0.018142735163054542
2019-01-01,338,0.05781437866416895
2019-01-01,340,-0.038258364008479935
2019-01-01,345,0.2736100429431867
2019-01-01,346,0.2218307822102817
2019-01-01,348,0.1301627383939528
2019-01-01,349,-0.5697345330461246
2019-01-01,350,-0.489575121864645
2019-01-01,367,-1.084022811382826
2019-01-01,374,-0.1029559755114093
2019-01-01,375,-0.1424595320242699
2019-01-01,376,-0.3758060559398471
2019-01-01,378,-0.6736029091532307
2019-01-01,380,-0.6823840956904869
2019-01-01,381,-0.5211145007169031
2019-01-01,385,-0.6410117593395388
2019-01-01,387,-0.6915613140875629
2019-01-01,394,-0.5439751324053854
2019-01-01,400,0.1764705937602814
2019-01-01,403,-0.6813768766859709
2019-01-01,412,-0.5570456054486579
2019-01-01,417,-0.5475172614923299
2019-01-01,424,-1.452055441303336
2019-01-01,433,-0.5963908702814756
2019-01-01,436,-0.7452101524061379
2019-01-01,441,-1.1284118339934308
2019-01-01,442,-1.125949469037704
2019-01-01,443,-0.4501804835717275
2019-01-01,447,-1.018060772003219
2019-01-01,448,-1.062753926993838
2019-01-01,449,-1.097318480750809
2019-01-01,450,-0.8644603599545208
2019-01-01,451,-0.9578989897151228
2019-01-01,453,0.03314166095530546
2019-01-01,455,-0.4083672808932265
2019-01-01,456,-0.4889700124151115
2019-01-01,460,-0.958284794962303
2019-01-01,461,-0.9979877618423724
2019-01-01,466,-0.4078778933639428
2019-01-01,467,-0.4509261730022274
2019-01-01,468,-0.5274506616221755
2019-01-01,471,-0.006438592614975443
2019-01-01,474,-0.9205210508299334
2019-01-01,475,-1.0672485814246608
2019-01-01,476,-1.111229387236423
2019-01-01,482,-0.5317501456921117
2019-01-01,484,-0.3805849933661079
2019-01-01,489,-0.3189186846680484
2019-01-01,492,-1.2310064487259271
2019-01-01,499,-1.1202159936878608
2019-01-01,504,-0.4567867286466085
2019-01-01,506,-0.0071275549963213765
2019-01-01,511,-1.4049189921969691
2019-01-01,513,-0.6106312158565501
2019-01-01,514,-0.5867656335521896
2019-01-01,515,-0.2004359780339547
2019-01-01,517,-1.0559259221248969
2019-01-01,519,-0.538886770077029
2019-01-01,523,-0.7202228897717377
2019-01-01,528,-0.7465335130691528
2019-01-01,530,-0.6720386115143558
2019-01-01,538,-1.116284239103671
2019-01-01,539,-0.7091356733866128
2019-01-01,540,-0.7850040665126102
2019-01-01,541,-1.127577511679207
2019-01-01,542,-0.9550931525189966
2019-01-01,547,-1.1446768899470812
2019-01-01,549,-0.7324130953305285
2019-01-01,552,-1.112234098876127
2019-01-01,553,-1.013339619698523
2019-01-01,555,-1.2356988138811942
2019-01-02,203,-1.017360211966308
2019-01-02,293,-0.2768009013026135
2019-01-02,294,0.05669885643483076
2019-01-02,295,0.05029323356586839
2019-01-02,297,-0.537863236260376
2019-01-02,305,-0.2694058369713073
2019-01-02,306,-0.0361740327874506
2019-01-02,308,0.1701545506811757
2019-01-02,309,0.0747853739289109
2019-01-02,315,0.17509235058681
2019-01-02,316,0.1278653028755744
2019-01-02,317,-0.012584759443534509
2019-01-02,318,0.2306317263920619
2019-01-02,319,0.028663538410204917
2019-01-02,320,-0.1811312694309131
2019-01-02,321,-0.3787562019021472
2019-01-02,322,-0.6649469138737442
2019-01-02,323,-0.2592217365751198
2019-01-02,324,-0.03459931766790179
2019-01-02,325,-0.1523205066713085
2019-01-02,326,-0.1381945316081026
2019-01-02,327,0.1710439625682037
2019-01-02,328,0.01702596499664178
2019-01-02,330,-0.4233287795272499
2019-01-02,331,0.04741838276573306
2019-01-02,333,-0.4319093516279343
2019-01-02,334,-0.4240984399622859
2019-01-02,335,-0.34035172786690804
2019-01-02,336,-0.06574491473864864
2019-01-02,337,-0.06233354119514236
2019-01-02,338,0.00146061170332549
2019-01-02,340,-0.06175245845065048
2019-01-02,345,0.1328653042183657
2019-01-02,346,0.1344284669599546
2019-01-02,348,0.05272846652763482
2019-01-02,349,-0.4916557680576744
2019-01-02,350,-0.464014119230965
2019-01-02,367,-1.054721227994448
2019-01-02,374,-0.028193250817991487
2019-01-02,375,-0.3580638570134014
2019-01-02,376,-0.3623260390585795
2019-01-02,378,-0.6103108788593371
2019-01-02,380,-0.5668380276756665
2019-01-02,381,-0.2952157159753203
2019-01-02,385,-0.4003421482545114
2019-01-02,387,-0.5993986283795202
2019-01-02,394,-0.3281801872720407
2019-01-02,400,-1.068417093226154
2019-01-02,403,-1.900712252562474
2019-01-02,412,-0.6669291039291482
2019-01-02,417,-1.46808651738443
2019-01-02,424,-0.9777661768357246
2019-01-02,433,-0.7735354971725155
2019-01-02,436,-0.8079051979251145
2019-01-02,441,-0.9849413336282838
2019-01-02,442,-0.9820998156682766
2019-01-02,443,-0.6159515839538348
2019-01-02,447,-0.7038825684914161
2019-01-02,448,-0.7160409186579354
2019-01-02,449,-0.801780687329606
2019-01-02,450,-0.6743001044820833
2019-01-02,451,-0.8912136142226501
2019-01-02,453,-0.5404951870815426
2019-01-02,455,-0.5013536684545403
2019-01-02,456,-0.7007952277656997
2019-01-02,460,-0.8647772129182165
2019-01-02,461,-0.799861800657212
2019-01-02,466,-0.5608061953650118
2019-01-02,467,-0.6010215627397046
2019-01-02,468,-0.560888276386324
2019-01-02,471,-0.4794251376208896
2019-01-02,474,-0.7117372996738841
2019-01-02,475,-0.7329635072677676
2019-01-02,476,-0.8357831543849561
2019-01-02,482,-0.5350699456234603
2019-01-02,484,-0.5219888762807188
2019-01-02,489,-0.3556883821642109
2019-01-02,492,-0.2002393491299251
2019-01-02,499,-0.7642314695273047
2019-01-02,504,0.191059456315219
2019-01-02,506,-0.058065913044129926
